query_idx,query_label,ap__MegaDescriptor-L,rank1__MegaDescriptor-L,first_pos_rank__MegaDescriptor-L,top1_idx__MegaDescriptor-L,top1_label__MegaDescriptor-L,top1_sim__MegaDescriptor-L,ap__score_fusion,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,oracle_ap,oracle_rank1,best_model,best_model_ap,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,score_fusion_beats_best_model,score_fusion_matches_best_model
705,Katniss,0.43310523742418167,True,1,697,Katniss,0.9017160534858704,0.43310523742418167,True,1,697,Katniss,0.8692038822636797,0.43310523742418167,True,1,697,Katniss,0.901716231124758,0.43310523742418167,True,MegaDescriptor-L,0.43310523742418167,0.0,0.0,False,True
743,Kwang,0.583898329672645,True,1,761,Kwang,0.7996901273727417,0.583898329672645,True,1,761,Kwang,0.7431229747793067,0.583898329672645,True,1,761,Kwang,0.7996902682508632,0.583898329672645,True,MegaDescriptor-L,0.583898329672645,0.0,0.0,False,True
744,Kwang,0.4809861939046241,True,1,761,Kwang,0.7587845325469971,0.4809861939046241,True,1,761,Kwang,0.6953460687560297,0.4809861939046241,True,1,761,Kwang,0.7587839072882654,0.4809861939046241,True,MegaDescriptor-L,0.4809861939046241,0.0,0.0,False,True
745,Kwang,0.6444272505501399,True,1,761,Kwang,0.8472136855125427,0.6444272505501399,True,1,761,Kwang,0.8006227896606485,0.6444272505501399,True,1,761,Kwang,0.8472139620198338,0.6444272505501399,True,MegaDescriptor-L,0.6444272505501399,0.0,0.0,False,True
746,Kwang,0.4031538028071272,True,1,764,Kwang,0.8455485105514526,0.4031538028071272,True,1,764,Kwang,0.7985718380942105,0.4031538028071272,True,1,764,Kwang,0.8455487302203574,0.4031538028071272,True,MegaDescriptor-L,0.4031538028071272,0.0,0.0,False,True
747,Kwang,0.29788499631518733,True,1,749,Kwang,0.8635191321372986,0.29788499631518733,True,1,749,Kwang,0.8208447542711783,0.29788499631518733,True,1,749,Kwang,0.8635205791885657,0.29788499631518733,True,MegaDescriptor-L,0.29788499631518733,0.0,0.0,False,True
748,Kwang,0.3664993903735772,True,1,766,Kwang,0.842423677444458,0.3664993903735772,True,1,766,Kwang,0.7947301639607387,0.3664993903735772,True,1,766,Kwang,0.8424240495559142,0.3664993903735772,True,MegaDescriptor-L,0.3664993903735772,0.0,0.0,False,True
775,Kwang,0.7927329931591576,True,1,36,Kwang,0.9479983448982239,0.7927329931591576,True,1,36,Kwang,0.9296539657870935,0.7927329931591576,True,1,36,Kwang,0.9479979190208598,0.7927329931591576,True,MegaDescriptor-L,0.7927329931591576,0.0,0.0,False,True
776,Kwang,0.7673160412895019,True,1,36,Kwang,0.9856979250907898,0.7673160412895019,True,1,36,Kwang,0.980395720918562,0.7673160412895019,True,1,36,Kwang,0.9856968307269964,0.7673160412895019,True,MegaDescriptor-L,0.7673160412895019,0.0,0.0,False,True
943,Lua,0.1495721900971845,True,1,941,Lua,0.8200594186782837,0.1495721900971845,True,1,941,Lua,0.767505889784868,0.1495721900971845,True,1,941,Lua,0.820059781805838,0.1495721900971845,True,MegaDescriptor-L,0.1495721900971845,0.0,0.0,False,True
944,Lua,0.13626897659364684,False,3,552,Jaju,0.8213484883308411,0.13626897659364684,False,3,552,Jaju,0.7690622036800524,0.13626897659364684,False,3,552,Jaju,0.821348338861466,0.13626897659364684,False,MegaDescriptor-L,0.13626897659364684,0.0,0.0,False,True
945,Lua,0.1544375323933594,False,2,552,Jaju,0.8148086071014404,0.1544375323933594,False,2,552,Jaju,0.7611827906464825,0.1544375323933594,False,2,552,Jaju,0.8148085495390254,0.1544375323933594,False,MegaDescriptor-L,0.1544375323933594,0.0,0.0,False,True
946,Lua,0.14521157064531787,False,3,552,Jaju,0.8363423943519592,0.14521157064531787,False,3,552,Jaju,0.7872803802364818,0.14521157064531787,False,3,552,Jaju,0.8363432062157641,0.14521157064531787,False,MegaDescriptor-L,0.14521157064531787,0.0,0.0,False,True
947,Lua,0.1366244269439318,False,3,552,Jaju,0.8321112394332886,0.1366244269439318,False,3,552,Jaju,0.7821177637070975,0.1366244269439318,False,3,552,Jaju,0.8321109908156704,0.1366244269439318,False,MegaDescriptor-L,0.1366244269439318,0.0,0.0,False,True
948,Lua,0.12063907237321676,False,3,552,Jaju,0.8527815937995911,0.12063907237321676,False,3,552,Jaju,0.8074997355764769,0.12063907237321676,False,3,552,Jaju,0.8527811957837739,0.12063907237321676,False,MegaDescriptor-L,0.12063907237321676,0.0,0.0,False,True
949,Lua,0.12354536857353393,False,5,552,Jaju,0.8350740671157837,0.12354536857353393,False,5,552,Jaju,0.7857310565270372,0.12354536857353393,False,5,552,Jaju,0.8350742749309805,0.12354536857353393,False,MegaDescriptor-L,0.12354536857353393,0.0,0.0,False,True
950,Lua,0.09919943305562638,True,1,941,Lua,0.8158692717552185,0.09919943305562638,True,1,941,Lua,0.7624579495499335,0.09919943305562638,True,1,941,Lua,0.8158688867422458,0.09919943305562638,True,MegaDescriptor-L,0.09919943305562638,0.0,0.0,False,True
951,Lua,0.10912384125229957,True,1,941,Lua,0.8260355591773987,0.10912384125229957,True,1,941,Lua,0.7747342630429473,0.10912384125229957,True,1,941,Lua,0.8260360625200198,0.10912384125229957,True,MegaDescriptor-L,0.10912384125229957,0.0,0.0,False,True
958,Madalena,0.21828429137002053,False,6,629,Kamaikua,0.8584050536155701,0.21828429137002053,False,6,629,Kamaikua,0.8144751435717988,0.21828429137002053,False,6,629,Kamaikua,0.8584049797278805,0.21828429137002053,False,MegaDescriptor-L,0.21828429137002053,0.0,0.0,False,True
990,Marcela,0.6591082437522832,True,1,994,Marcela,0.8288146257400513,0.6591082437522832,True,1,994,Marcela,0.7781071921404018,0.6591082437522832,True,1,994,Marcela,0.8288149500635565,0.6591082437522832,True,MegaDescriptor-L,0.6591082437522832,0.0,0.0,False,True
1039,Marcela,0.5187062854016234,True,1,1040,Marcela,0.9584694504737854,0.5187062854016234,True,1,1040,Marcela,0.9436123209232042,0.5187062854016234,True,1,1040,Marcela,0.9584692612244288,0.5187062854016234,True,MegaDescriptor-L,0.5187062854016234,0.0,0.0,False,True
1042,Marcela,0.5401144227110221,True,1,1041,Marcela,0.9366000890731812,0.5401144227110221,True,1,1041,Marcela,0.9145779183173528,0.5401144227110221,True,1,1041,Marcela,0.9366000081381283,0.5401144227110221,True,MegaDescriptor-L,0.5401144227110221,0.0,0.0,False,True
1055,Marcela,0.17108291698330655,True,1,1054,Marcela,0.7425931096076965,0.17108291698330655,True,1,1054,Marcela,0.6768733034578083,0.17108291698330655,True,1,1054,Marcela,0.7425927454138428,0.17108291698330655,True,MegaDescriptor-L,0.17108291698330655,0.0,0.0,False,True
1056,Marcela,0.15031375742719447,False,3,1548,Patricia,0.7261599898338318,0.15031375742719447,False,3,1548,Patricia,0.6583790738056966,0.15031375742719447,False,3,1548,Patricia,0.7261597556821384,0.15031375742719447,False,MegaDescriptor-L,0.15031375742719447,0.0,0.0,False,True
1057,Marcela,0.3959787453233264,True,1,1053,Marcela,0.8019214272499084,0.3959787453233264,True,1,1053,Marcela,0.7457747405597211,0.3959787453233264,True,1,1053,Marcela,0.801921257846126,0.3959787453233264,True,MegaDescriptor-L,0.3959787453233264,0.0,0.0,False,True
1058,Marcela,0.2966741881578161,True,1,1054,Marcela,0.749457061290741,0.2966741881578161,True,1,1054,Marcela,0.6846740068502217,0.2966741881578161,True,1,1054,Marcela,0.7494569324318407,0.2966741881578161,True,MegaDescriptor-L,0.2966741881578161,0.0,0.0,False,True
1059,Marcela,0.2193295162590767,True,1,1053,Marcela,0.7986046075820923,0.2193295162590767,True,1,1053,Marcela,0.7418346074900674,0.2193295162590767,True,1,1053,Marcela,0.7986051022966054,0.2193295162590767,True,MegaDescriptor-L,0.2193295162590767,0.0,0.0,False,True
1060,Marcela,0.12940979431627067,True,1,1054,Marcela,0.7497847676277161,0.12940979431627067,True,1,1054,Marcela,0.6850475544434016,0.12940979431627067,True,1,1054,Marcela,0.7497852066523849,0.12940979431627067,True,MegaDescriptor-L,0.12940979431627067,0.0,0.0,False,True
1061,Marcela,0.1380034482367096,True,1,1053,Marcela,0.7069494128227234,0.1380034482367096,True,1,1053,Marcela,0.6370838020997569,0.1380034482367096,True,1,1053,Marcela,0.7069498154193539,0.1380034482367096,True,MegaDescriptor-L,0.1380034482367096,0.0,0.0,False,True
1062,Marcela,0.1434853773118855,True,1,1053,Marcela,0.755280613899231,0.1434853773118855,True,1,1053,Marcela,0.691327368472492,0.1434853773118855,True,1,1053,Marcela,0.7552812508746036,0.1434853773118855,True,MegaDescriptor-L,0.1434853773118855,0.0,0.0,False,True
1063,Marcela,0.30425230074888543,False,2,1551,Patricia,0.7335145473480225,0.30425230074888543,False,2,1551,Patricia,0.6666244014129351,0.30425230074888543,False,2,1551,Patricia,0.7335152937945062,0.30425230074888543,False,MegaDescriptor-L,0.30425230074888543,0.0,0.0,False,True
1064,Marcela,0.19561599383402836,False,3,1551,Patricia,0.7238026261329651,0.19561599383402836,False,3,1551,Patricia,0.6557470497188476,0.19561599383402836,False,3,1551,Patricia,0.7238025316910895,0.19561599383402836,False,MegaDescriptor-L,0.19561599383402836,0.0,0.0,False,True
1144,Medrosa,0.7112667300207697,True,1,1282,Medrosa,0.8196614384651184,0.7112667300207697,True,1,1282,Medrosa,0.7670257205227431,0.7112667300207697,True,1,1282,Medrosa,0.8196613655277272,0.7112667300207697,True,MegaDescriptor-L,0.7112667300207697,0.0,0.0,False,True
1187,Medrosa,0.1910257650291777,False,2,201,Alira,0.7908474206924438,0.1910257650291777,False,2,201,Alira,0.7326603955970551,0.1910257650291777,False,2,201,Alira,0.7908480420470372,0.1910257650291777,False,MegaDescriptor-L,0.1910257650291777,0.0,0.0,False,True
1213,Medrosa,0.5051098048169382,True,1,61,Medrosa,0.7732746005058289,0.5051098048169382,True,1,61,Medrosa,0.7120886273386959,0.5051098048169382,True,1,61,Medrosa,0.7732745158461876,0.5051098048169382,True,MegaDescriptor-L,0.5051098048169382,0.0,0.0,False,True
1214,Medrosa,0.40252348605601695,False,2,1471,Overa,0.7686827778816223,0.40252348605601695,False,2,1471,Overa,0.7067614451174772,0.40252348605601695,False,2,1471,Overa,0.7686824427352941,0.40252348605601695,False,MegaDescriptor-L,0.40252348605601695,0.0,0.0,False,True
1215,Medrosa,0.2763797485804468,False,7,1471,Overa,0.8017005920410156,0.2763797485804468,False,7,1471,Overa,0.7455120806047036,0.2763797485804468,False,7,1471,Overa,0.8017009499977447,0.2763797485804468,False,MegaDescriptor-L,0.2763797485804468,0.0,0.0,False,True
1216,Medrosa,0.4514076399514499,True,1,61,Medrosa,0.7730639576911926,0.4514076399514499,True,1,61,Medrosa,0.7118438133100197,0.4514076399514499,True,1,61,Medrosa,0.7730637108575542,0.4514076399514499,True,MegaDescriptor-L,0.4514076399514499,0.0,0.0,False,True
1217,Medrosa,0.3696902053014308,False,2,1471,Overa,0.7598719596862793,0.3696902053014308,False,2,1471,Overa,0.696595624417548,0.3696902053014308,False,2,1471,Overa,0.7598722814538633,0.3696902053014308,False,MegaDescriptor-L,0.3696902053014308,0.0,0.0,False,True
1218,Medrosa,0.464257124624974,False,2,1471,Overa,0.7244076132774353,0.464257124624974,False,2,1471,Overa,0.6564220220827054,0.464257124624974,False,2,1471,Overa,0.7244080671568455,0.464257124624974,False,MegaDescriptor-L,0.464257124624974,0.0,0.0,False,True
1219,Medrosa,0.6210091635331111,True,1,61,Medrosa,0.7849709391593933,0.6210091635331111,True,1,61,Medrosa,0.7257484428409454,0.6210091635331111,True,1,61,Medrosa,0.7849710255204894,0.6210091635331111,True,MegaDescriptor-L,0.6210091635331111,0.0,0.0,False,True
1220,Medrosa,0.476820875276303,False,2,1471,Overa,0.755761981010437,0.476820875276303,False,2,1471,Overa,0.691878766006862,0.476820875276303,False,2,1471,Overa,0.75576177007354,0.476820875276303,False,MegaDescriptor-L,0.476820875276303,0.0,0.0,False,True
1221,Medrosa,0.4890501922608908,False,2,1471,Overa,0.7588751316070557,0.4890501922608908,False,2,1471,Overa,0.6954501327285452,0.4890472446572424,False,2,1471,Overa,0.7588749681307629,0.4890501922608908,False,MegaDescriptor-L,0.4890501922608908,0.0,0.0,False,True
1227,Medrosa,0.7713431673100205,True,1,1242,Medrosa,0.8292513489723206,0.7713431673100205,True,1,1242,Medrosa,0.7786379054796457,0.7713431673100205,True,1,1242,Medrosa,0.8292518842608901,0.7713431673100205,True,MegaDescriptor-L,0.7713431673100205,0.0,0.0,False,True
1228,Medrosa,0.7673440318752593,True,1,1242,Medrosa,0.8444079756736755,0.7673440318752593,True,1,1242,Medrosa,0.7971685895074956,0.7673440318752593,True,1,1242,Medrosa,0.8444080377802337,0.7673440318752593,True,MegaDescriptor-L,0.7673440318752593,0.0,0.0,False,True
1230,Medrosa,0.6846290242395324,True,1,1229,Medrosa,0.8864592909812927,0.6846290242395324,True,1,1229,Medrosa,0.8497220876898018,0.6846290242395324,True,1,1229,Medrosa,0.8864595042509132,0.6846290242395324,True,MegaDescriptor-L,0.6846290242395324,0.0,0.0,False,True
1231,Medrosa,0.596383177406029,True,1,1229,Medrosa,0.8616558313369751,0.596383177406029,True,1,1229,Medrosa,0.8185211307236573,0.596383177406029,True,1,1229,Medrosa,0.8616557935057486,0.596383177406029,True,MegaDescriptor-L,0.596383177406029,0.0,0.0,False,True
1232,Medrosa,0.687689963105112,True,1,1229,Medrosa,0.8847934603691101,0.687689963105112,True,1,1229,Medrosa,0.8476083119449161,0.687689963105112,True,1,1229,Medrosa,0.8847929827187591,0.687689963105112,True,MegaDescriptor-L,0.687689963105112,0.0,0.0,False,True
1233,Medrosa,0.572023802655449,True,1,1229,Medrosa,0.8840051293373108,0.572023802655449,True,1,1229,Medrosa,0.8466089147846202,0.572023802655449,True,1,1229,Medrosa,0.8840054160991758,0.572023802655449,True,MegaDescriptor-L,0.572023802655449,0.0,0.0,False,True
1234,Medrosa,0.6684280999748912,True,1,1229,Medrosa,0.8992647528648376,0.6684280999748912,True,1,1229,Medrosa,0.8660588581570002,0.6684280999748912,True,1,1229,Medrosa,0.8992640214985307,0.6684280999748912,True,MegaDescriptor-L,0.6684280999748912,0.0,0.0,False,True
1235,Medrosa,0.6881059677087444,True,1,1229,Medrosa,0.8915522694587708,0.6881059677087444,True,1,1229,Medrosa,0.8562009049440557,0.6881059677087444,True,1,1229,Medrosa,0.8915523177029827,0.6881059677087444,True,MegaDescriptor-L,0.6881059677087444,0.0,0.0,False,True
1236,Medrosa,0.585053451377013,True,1,1239,Medrosa,0.9078388810157776,0.585053451377013,True,1,1239,Medrosa,0.8770843836449859,0.585053451377013,True,1,1239,Medrosa,0.9078389334493207,0.585053451377013,True,MegaDescriptor-L,0.585053451377013,0.0,0.0,False,True
1237,Medrosa,0.7071679411464763,True,1,1229,Medrosa,0.9029942750930786,0.7071679411464763,True,1,1229,Medrosa,0.87084610450415,0.7071679411464763,True,1,1229,Medrosa,0.9029951199074938,0.7071679411464763,True,MegaDescriptor-L,0.7071679411464763,0.0,0.0,False,True
1238,Medrosa,0.6431476426190978,True,1,1229,Medrosa,0.9073841571807861,0.6431476426190978,True,1,1229,Medrosa,0.8764979002123461,0.6431476426190978,True,1,1229,Medrosa,0.907384653033815,0.6431476426190978,True,MegaDescriptor-L,0.6431476426190978,0.0,0.0,False,True
1387,Ousado,0.7300697378047416,True,1,1386,Ousado,0.9587056040763855,0.7300697378047416,True,1,1386,Ousado,0.9439283213654586,0.7300697378047416,True,1,1386,Ousado,0.9587058656783176,0.7300697378047416,True,MegaDescriptor-L,0.7300697378047416,0.0,0.0,False,True
1443,Ousado,0.6350395896477087,True,1,1442,Ousado,0.9541547894477844,0.6350395896477087,True,1,1442,Ousado,0.9378481257224585,0.6350395896477087,True,1,1442,Ousado,0.9541545572955208,0.6350395896477087,True,MegaDescriptor-L,0.6350395896477087,0.0,0.0,False,True
1465,Ousado,0.8001396640993651,True,1,1466,Ousado,0.9775209426879883,0.8001396640993651,True,1,1466,Ousado,0.9692754097854839,0.8001396640993651,True,1,1466,Ousado,0.9775211949571018,0.8001396640993651,True,MegaDescriptor-L,0.8001396640993651,0.0,0.0,False,True
1471,Overa,0.10035730423504759,True,1,1470,Overa,0.9116532802581787,0.10035730423504759,True,1,1470,Overa,0.882011756995517,0.10035730423504759,True,1,1470,Overa,0.9116534656247203,0.10035730423504759,True,MegaDescriptor-L,0.10035730423504759,0.0,0.0,False,True
1535,Oxum,0.10900350237491468,True,1,1537,Oxum,0.777248203754425,0.10900350237491468,True,1,1537,Oxum,0.7167147284910317,0.10900350237491468,True,1,1537,Oxum,0.7772480016951078,0.10900350237491468,True,MegaDescriptor-L,0.10900350237491468,0.0,0.0,False,True
1536,Oxum,0.3311517636093298,True,1,1538,Oxum,0.7091901302337646,0.3311517636093298,True,1,1538,Oxum,0.639549642455669,0.3311517636093298,True,1,1538,Oxum,0.7091896290755584,0.3311517636093298,True,MegaDescriptor-L,0.3311517636093298,0.0,0.0,False,True
1545,Patricia,0.021786979247885262,False,46,1109,Marcela,0.7567117214202881,0.021786979247885262,False,46,1109,Marcela,0.6929673215620056,0.021786979247885262,False,46,1109,Marcela,0.7567117132849747,0.021786979247885262,False,MegaDescriptor-L,0.021786979247885262,0.0,0.0,False,True
1557,Pixana,0.6698295920904093,True,1,1556,Pixana,0.8068436980247498,0.6698295920904093,True,1,1556,Pixana,0.7516412647214368,0.6698295920904093,True,1,1556,Pixana,0.8068438466498526,0.6698295920904093,True,MegaDescriptor-L,0.6698295920904093,0.0,0.0,False,True
1630,Pyte,0.9726984966085174,True,1,1647,Pyte,0.9505986571311951,0.9726984966085174,True,1,1647,Pyte,0.9331105668026095,0.9726984966085174,True,1,1647,Pyte,0.9505986323468429,0.9726984966085174,True,MegaDescriptor-L,0.9726984966085174,0.0,0.0,False,True
1631,Pyte,0.9125266429142274,True,1,1647,Pyte,0.930056095123291,0.9125266429142274,True,1,1647,Pyte,0.9059781121346931,0.9125266429142274,True,1,1647,Pyte,0.9300562421110343,0.9125266429142274,True,MegaDescriptor-L,0.9125266429142274,0.0,0.0,False,True
1675,Saseka,0.05706614327166072,False,2,1054,Marcela,0.7044643759727478,0.05706614327166072,False,2,1054,Marcela,0.6343546658532587,0.05706614327166072,False,2,1054,Marcela,0.704464387528833,0.05706614327166072,False,MegaDescriptor-L,0.05706614327166072,0.0,0.0,False,True
1676,Saseka,0.05593251819006929,True,1,90,Saseka,0.7041646242141724,0.05593251819006929,True,1,90,Saseka,0.6340258661017113,0.05593251819006929,True,1,90,Saseka,0.7041645923625793,0.05593251819006929,True,MegaDescriptor-L,0.05593251819006929,0.0,0.0,False,True
