query_idx,query_label,ap__EVA-02,rank1__EVA-02,first_pos_rank__EVA-02,top1_idx__EVA-02,top1_label__EVA-02,top1_sim__EVA-02,ap__score_fusion,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,oracle_ap,oracle_rank1,best_model,best_model_ap,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,score_fusion_beats_best_model,score_fusion_matches_best_model
701,Katniss,0.9968052192628464,True,1,695,Katniss,0.9685414433479309,0.9968052192628464,True,1,695,Katniss,0.9582928459274193,0.9968052192628464,True,1,695,Katniss,0.9685415502819362,0.9968052192628464,True,EVA-02,0.9968052192628464,0.0,0.0,False,True
702,Katniss,0.9947392689470155,True,1,696,Katniss,0.9582011699676514,0.9947392689470155,True,1,696,Katniss,0.9447784610072477,0.9947392689470155,True,1,696,Katniss,0.9582005918849145,0.9947392689470155,True,EVA-02,0.9947392689470155,0.0,0.0,False,True
703,Katniss,0.9970482045277127,True,1,696,Katniss,0.9771885275840759,0.9970482045277127,True,1,696,Katniss,0.9696679760304707,0.9970482045277127,True,1,696,Katniss,0.9771883020421824,0.9970482045277127,True,EVA-02,0.9970482045277127,0.0,0.0,False,True
704,Katniss,0.9973256460127813,True,1,698,Katniss,0.9715647101402283,0.9973256460127813,True,1,698,Katniss,0.9622622846460014,0.9973256460127813,True,1,698,Katniss,0.9715645254574262,0.9973256460127813,True,EVA-02,0.9973256460127813,0.0,0.0,False,True
705,Katniss,0.9973256460127813,True,1,695,Katniss,0.9731160402297974,0.9973256460127813,True,1,695,Katniss,0.9643023092865295,0.9973256460127813,True,1,695,Katniss,0.9731157515792361,0.9973256460127813,True,EVA-02,0.9973256460127813,0.0,0.0,False,True
743,Kwang,0.9974980901451489,True,1,33,Kwang,0.9580932259559631,0.9974980901451489,True,1,33,Kwang,0.9446378880248019,0.9974980901451489,True,1,33,Kwang,0.9580934744605119,0.9974980901451489,True,EVA-02,0.9974980901451489,0.0,0.0,False,True
744,Kwang,0.9972579700080297,True,1,33,Kwang,0.9587965607643127,0.9972579700080297,True,1,33,Kwang,0.9455540125678493,0.9972579700080297,True,1,33,Kwang,0.9587961915790042,0.9972579700080297,True,EVA-02,0.9972579700080297,0.0,0.0,False,True
745,Kwang,0.9970687645687646,True,1,33,Kwang,0.957673966884613,0.9970687645687646,True,1,33,Kwang,0.944091995861201,0.9970687645687646,True,1,33,Kwang,0.957673479260765,0.9970687645687646,True,EVA-02,0.9970687645687646,0.0,0.0,False,True
746,Kwang,0.99644518432735,True,1,33,Kwang,0.9462470412254333,0.99644518432735,True,1,33,Kwang,0.9292744308097233,0.99644518432735,True,1,33,Kwang,0.9462466562112719,0.99644518432735,True,EVA-02,0.99644518432735,0.0,0.0,False,True
747,Kwang,0.9957872127691711,True,1,749,Kwang,0.9530667066574097,0.9957872127691711,True,1,749,Kwang,0.9381035512836485,0.9957872127691711,True,1,749,Kwang,0.9530670525581229,0.9957872127691711,True,EVA-02,0.9957872127691711,0.0,0.0,False,True
748,Kwang,0.9954950363888966,True,1,749,Kwang,0.9484784603118896,0.9954950363888966,True,1,749,Kwang,0.932158755913848,0.9954950363888966,True,1,749,Kwang,0.9484780806984783,0.9954950363888966,True,EVA-02,0.9954950363888966,0.0,0.0,False,True
775,Kwang,0.9993725034158357,True,1,36,Kwang,0.9882122874259949,0.9993725034158357,True,1,36,Kwang,0.9842669127832179,0.9993725034158357,True,1,36,Kwang,0.9882117311010057,0.9993725034158357,True,EVA-02,0.9993725034158357,0.0,0.0,False,True
776,Kwang,0.9992955750668999,True,1,36,Kwang,0.9915982484817505,0.9992955750668999,True,1,36,Kwang,0.9887728908082009,0.9992955750668999,True,1,36,Kwang,0.9915979745590441,0.9992955750668999,True,EVA-02,0.9992955750668999,0.0,0.0,False,True
943,Lua,1.0,True,1,942,Lua,0.9716734290122986,1.0,True,1,942,Lua,0.9624051813661997,1.0,True,1,942,Lua,0.9716739203866451,1.0,True,EVA-02,1.0,0.0,0.0,False,True
944,Lua,1.0,True,1,942,Lua,0.9750860333442688,1.0,True,1,942,Lua,0.9668959959959648,1.0,True,1,942,Lua,0.9750862809356472,1.0,True,EVA-02,1.0,0.0,0.0,False,True
945,Lua,1.0,True,1,942,Lua,0.9640095233917236,1.0,True,1,942,Lua,0.9523579673356917,1.0,True,1,942,Lua,0.9640093367785645,1.0,True,EVA-02,1.0,0.0,0.0,False,True
946,Lua,1.0,True,1,942,Lua,0.9680277705192566,1.0,True,1,942,Lua,0.9576192276774635,1.0,True,1,942,Lua,0.9680278740673343,1.0,True,EVA-02,1.0,0.0,0.0,False,True
947,Lua,1.0,True,1,942,Lua,0.9661164879798889,1.0,True,1,942,Lua,0.9551148975805954,1.0,True,1,942,Lua,0.9661168768891512,1.0,True,EVA-02,1.0,0.0,0.0,False,True
948,Lua,1.0,True,1,942,Lua,0.9662209749221802,1.0,True,1,942,Lua,0.9552517208144051,1.0,True,1,942,Lua,0.9662213713299699,1.0,True,EVA-02,1.0,0.0,0.0,False,True
949,Lua,1.0,True,1,942,Lua,0.9691091775894165,1.0,True,1,942,Lua,0.9590376345589822,1.0,True,1,942,Lua,0.9691091659390382,1.0,True,EVA-02,1.0,0.0,0.0,False,True
950,Lua,1.0,True,1,942,Lua,0.9622879028320312,1.0,True,1,942,Lua,0.9501082119121994,1.0,True,1,942,Lua,0.962287679087865,1.0,True,EVA-02,1.0,0.0,0.0,False,True
951,Lua,1.0,True,1,942,Lua,0.9606814980506897,1.0,True,1,942,Lua,0.9480114158978227,1.0,True,1,942,Lua,0.960681581443303,1.0,True,EVA-02,1.0,0.0,0.0,False,True
958,Madalena,1.0,True,1,953,Madalena,0.9329686164855957,1.0,True,1,953,Madalena,0.9122032097437213,1.0,True,1,953,Madalena,0.9329693578801163,1.0,True,EVA-02,1.0,0.0,0.0,False,True
990,Marcela,0.9852236834810525,True,1,994,Marcela,0.9296873211860657,0.9852236834810525,True,1,994,Marcela,0.908009044706524,0.9852236834810525,True,1,994,Marcela,0.9296875072384257,0.9852236834810525,True,EVA-02,0.9852236834810525,0.0,0.0,False,True
1039,Marcela,0.9921330804822202,True,1,1040,Marcela,0.9801837801933289,0.9921330804822202,True,1,1040,Marcela,0.973623843305151,0.9921330804822202,True,1,1040,Marcela,0.9801841014995835,0.9921330804822202,True,EVA-02,0.9921330804822202,0.0,0.0,False,True
1042,Marcela,0.9916464618076968,True,1,1041,Marcela,0.965579092502594,0.9916464618076968,True,1,1041,Marcela,0.9544113454445668,0.9916464618076968,True,1,1041,Marcela,0.9655794524044923,0.9916464618076968,True,EVA-02,0.9916464618076968,0.0,0.0,False,True
1055,Marcela,0.9235134616244273,True,1,1054,Marcela,0.9467815160751343,0.9235134616244273,True,1,1054,Marcela,0.9299648842279217,0.9235134616244273,True,1,1054,Marcela,0.9467817501251439,0.9235134616244273,True,EVA-02,0.9235134616244273,0.0,0.0,False,True
1056,Marcela,0.9256114588121639,True,1,1054,Marcela,0.9401596188545227,0.9256114588121639,True,1,1054,Marcela,0.9214285754773258,0.9256114588121639,True,1,1054,Marcela,0.9401597406010787,0.9256114588121639,True,EVA-02,0.9256114588121639,0.0,0.0,False,True
1057,Marcela,0.9279207160567128,True,1,1053,Marcela,0.947364091873169,0.9279207160567128,True,1,1053,Marcela,0.9307177682052346,0.9279207160567128,True,1,1053,Marcela,0.9473644773039825,0.9279207160567128,True,EVA-02,0.9279207160567128,0.0,0.0,False,True
1058,Marcela,0.9305172410579129,True,1,1053,Marcela,0.9475119113922119,0.9305172410579129,True,1,1053,Marcela,0.9309088492225281,0.9305172410579129,True,1,1053,Marcela,0.9475114134670204,0.9305172410579129,True,EVA-02,0.9305172410579129,0.0,0.0,False,True
1059,Marcela,0.938237047705599,True,1,1053,Marcela,0.9628790020942688,0.938237047705599,True,1,1053,Marcela,0.950880340495183,0.938237047705599,True,1,1053,Marcela,0.9628788963141567,0.938237047705599,True,EVA-02,0.938237047705599,0.0,0.0,False,True
1060,Marcela,0.9183813133372123,True,1,1053,Marcela,0.9557085037231445,0.9183813133372123,True,1,1053,Marcela,0.9415349873646953,0.9183813133372123,True,1,1053,Marcela,0.9557089591339336,0.9183813133372123,True,EVA-02,0.9183813133372123,0.0,0.0,False,True
1061,Marcela,0.9527961023973439,True,1,1054,Marcela,0.9559124112129211,0.9527961023973439,True,1,1054,Marcela,0.9418001036749853,0.9527961023973439,True,1,1054,Marcela,0.9559120496334842,0.9527961023973439,True,EVA-02,0.9527961023973439,0.0,0.0,False,True
1062,Marcela,0.9389192049932632,True,1,1054,Marcela,0.9455735683441162,0.9389192049932632,True,1,1054,Marcela,0.9284047799476667,0.9389192049932632,True,1,1054,Marcela,0.9455736820959835,0.9389192049932632,True,EVA-02,0.9389192049932632,0.0,0.0,False,True
1063,Marcela,0.9553200915472706,True,1,1054,Marcela,0.9583690166473389,0.9553200915472706,True,1,1054,Marcela,0.9449970646196802,0.9553200915472706,True,1,1054,Marcela,0.9583687140543384,0.9553200915472706,True,EVA-02,0.9553200915472706,0.0,0.0,False,True
1064,Marcela,0.9568720912752368,True,1,1054,Marcela,0.947629451751709,0.9568720912752368,True,1,1054,Marcela,0.931060803448964,0.9568720912752368,True,1,1054,Marcela,0.9476301796135684,0.9568720912752368,True,EVA-02,0.9568720912752368,0.0,0.0,False,True
1144,Medrosa,0.48446065210845046,True,1,64,Medrosa,0.7281337976455688,0.48446065210845046,True,1,64,Medrosa,0.6689111307615168,0.48446065210845046,True,1,64,Medrosa,0.7281340159568506,0.48446065210845046,True,EVA-02,0.48446065210845046,0.0,0.0,False,True
1187,Medrosa,0.9940649214540359,True,1,1185,Medrosa,0.8990938663482666,0.9940649214540359,True,1,1185,Medrosa,0.8693694736761651,0.9940649214540359,True,1,1185,Medrosa,0.8990937804903777,0.9940649214540359,True,EVA-02,0.9940649214540359,0.0,0.0,False,True
1213,Medrosa,0.4630679988866102,False,3,1073,Marcela,0.6023691892623901,0.4630679988866102,False,3,1073,Marcela,0.5381944175136737,0.4630679988866102,False,3,1073,Marcela,0.6023699625082825,0.4630679988866102,False,EVA-02,0.4630679988866102,0.0,0.0,False,True
1214,Medrosa,0.4924692389812106,True,1,1200,Medrosa,0.5993939638137817,0.4924692389812106,True,1,1200,Medrosa,0.5352739419760718,0.4924692389812106,True,1,1200,Medrosa,0.5993940349351476,0.4924692389812106,True,EVA-02,0.4924692389812106,0.0,0.0,False,True
1215,Medrosa,0.40133376023473016,False,6,1073,Marcela,0.5814570784568787,0.40133376023473016,False,6,1073,Marcela,0.5178354725816425,0.40133376023473016,False,6,1073,Marcela,0.5814569927063821,0.40133376023473016,False,EVA-02,0.40133376023473016,0.0,0.0,False,True
1216,Medrosa,0.5184768941894697,True,1,1200,Medrosa,0.6339319944381714,0.5184768941894697,True,1,1200,Medrosa,0.5696656461118637,0.5184768941894697,True,1,1200,Medrosa,0.6339318506769872,0.5184768941894697,True,EVA-02,0.5184768941894697,0.0,0.0,False,True
1217,Medrosa,0.38153852793066395,False,14,1073,Marcela,0.6329643130302429,0.38153852793066395,False,14,1073,Marcela,0.5686874851399879,0.38153852793066395,False,14,1073,Marcela,0.6329638107822352,0.38153852793066395,False,EVA-02,0.38153852793066395,0.0,0.0,False,True
1218,Medrosa,0.3406976892493229,False,62,1073,Marcela,0.6668441891670227,0.3406976892493229,False,62,1073,Marcela,0.6034347003467289,0.3406976892493229,False,62,1073,Marcela,0.6668437636953584,0.3406976892493229,False,EVA-02,0.3406976892493229,0.0,0.0,False,True
1219,Medrosa,0.34224322963112963,False,45,1057,Marcela,0.5986467599868774,0.34224322963112963,False,45,1057,Marcela,0.5345417364339672,0.34224322963112963,False,45,1057,Marcela,0.5986471842451948,0.34224322963112963,False,EVA-02,0.34224322963112963,0.0,0.0,False,True
1220,Medrosa,0.4364315103388498,True,1,1200,Medrosa,0.5983080267906189,0.4364315103388498,True,1,1200,Medrosa,0.5342099675625216,0.4364315103388498,True,1,1200,Medrosa,0.5983082204059424,0.4364315103388498,True,EVA-02,0.4364315103388498,0.0,0.0,False,True
1221,Medrosa,0.4624322435794349,False,3,1076,Marcela,0.6115447282791138,0.4624322435794349,False,3,1076,Marcela,0.5472511450188768,0.4624322435794349,False,3,1076,Marcela,0.611545105761992,0.4624322435794349,False,EVA-02,0.4624322435794349,0.0,0.0,False,True
1227,Medrosa,0.9953829646929476,True,1,1241,Medrosa,0.9763924479484558,0.9953829646929476,True,1,1241,Medrosa,0.968617938338056,0.9953829646929476,True,1,1241,Medrosa,0.9763924169774413,0.9953829646929476,True,EVA-02,0.9953829646929476,0.0,0.0,False,True
1228,Medrosa,0.9954702618263374,True,1,1241,Medrosa,0.9720990657806396,0.9954702618263374,True,1,1241,Medrosa,0.9629647272342624,0.9954702618263374,True,1,1241,Medrosa,0.9720992115165432,0.9954702618263374,True,EVA-02,0.9954702618263374,0.0,0.0,False,True
1230,Medrosa,0.988187548935782,True,1,1239,Medrosa,0.9395383596420288,0.988187548935782,True,1,1239,Medrosa,0.9206297277791667,0.988187548935782,True,1,1239,Medrosa,0.93953793874333,0.988187548935782,True,EVA-02,0.988187548935782,0.0,0.0,False,True
1231,Medrosa,0.9841588974557585,True,1,1239,Medrosa,0.9420281648635864,0.9841588974557585,True,1,1239,Medrosa,0.9238333379347025,0.9841588974557585,True,1,1239,Medrosa,0.9420285108708905,0.9841588974557585,True,EVA-02,0.9841588974557585,0.0,0.0,False,True
1232,Medrosa,0.9861441251404481,True,1,1239,Medrosa,0.9377192258834839,0.9861441251404481,True,1,1239,Medrosa,0.918292582512439,0.9861441251404481,True,1,1239,Medrosa,0.9377196604544978,0.9861441251404481,True,EVA-02,0.9861441251404481,0.0,0.0,False,True
1233,Medrosa,0.9863529256126663,True,1,1239,Medrosa,0.9442389011383057,0.9863529256126663,True,1,1239,Medrosa,0.9266825363012209,0.9863529256126663,True,1,1239,Medrosa,0.9442384215245702,0.9863529256126663,True,EVA-02,0.9863529256126663,0.0,0.0,False,True
1234,Medrosa,0.9856185296765617,True,1,1239,Medrosa,0.9483365416526794,0.9856185296765617,True,1,1239,Medrosa,0.9319751792277696,0.9856185296765617,True,1,1239,Medrosa,0.9483365355528299,0.9856185296765617,True,EVA-02,0.9856185296765617,0.0,0.0,False,True
1235,Medrosa,0.9847521452401237,True,1,1239,Medrosa,0.9464396834373474,0.9847521452401237,True,1,1239,Medrosa,0.9295232632440188,0.9847521452401237,True,1,1239,Medrosa,0.9464401031041246,0.9847521452401237,True,EVA-02,0.9847521452401237,0.0,0.0,False,True
1236,Medrosa,0.9860029946047925,True,1,1239,Medrosa,0.9375779628753662,0.9860029946047925,True,1,1239,Medrosa,0.9181112181257829,0.9860029946047925,True,1,1239,Medrosa,0.9375775227455022,0.9860029946047925,True,EVA-02,0.9860029946047925,0.0,0.0,False,True
1237,Medrosa,0.9855940175697011,True,1,1239,Medrosa,0.9444658756256104,0.9855940175697011,True,1,1239,Medrosa,0.926975309487889,0.9855940175697011,True,1,1239,Medrosa,0.9444648793698054,0.9855940175697011,True,EVA-02,0.9855940175697011,0.0,0.0,False,True
1238,Medrosa,0.9861219798587818,True,1,1239,Medrosa,0.9436261057853699,0.9861219798587818,True,1,1239,Medrosa,0.9258923257810172,0.9861219798587818,True,1,1239,Medrosa,0.9436263611663026,0.9861219798587818,True,EVA-02,0.9861219798587818,0.0,0.0,False,True
1387,Ousado,0.9879701285371446,True,1,1386,Ousado,0.8971783518791199,0.9879701285371446,True,1,1386,Ousado,0.8669781237029421,0.9879701285371446,True,1,1386,Ousado,0.8971783123024942,0.9879701285371446,True,EVA-02,0.9879701285371446,0.0,0.0,False,True
1443,Ousado,0.9999370529791749,True,1,1442,Ousado,0.9887798428535461,0.9999370529791749,True,1,1442,Ousado,0.9850214877706636,0.9999370529791749,True,1,1442,Ousado,0.9887800459250475,0.9999370529791749,True,EVA-02,0.9999370529791749,0.0,0.0,False,True
1465,Ousado,1.0,True,1,1466,Ousado,0.9899129271507263,1.0,True,1,1466,Ousado,0.9865288082164662,1.0,True,1,1466,Ousado,0.989912531515381,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1471,Overa,0.9992315573770492,True,1,1470,Overa,0.9640815854072571,0.9992315573770492,True,1,1470,Overa,0.9524521935460647,0.9992315573770492,True,1,1470,Overa,0.9640818090647172,0.9992315573770492,True,EVA-02,0.9992315573770492,0.0,0.0,False,True
1535,Oxum,0.6822574185438073,True,1,1537,Oxum,0.7751206755638123,0.6822574185438073,True,1,1537,Oxum,0.7213910637519815,0.6822574185438073,True,1,1537,Oxum,0.7751211539179889,0.6822574185438073,True,EVA-02,0.6822574185438073,0.0,0.0,False,True
1536,Oxum,0.7664085574171977,True,1,1537,Oxum,0.8084318041801453,0.7664085574171977,True,1,1537,Oxum,0.7597969154013473,0.7664085574171977,True,1,1537,Oxum,0.8084318064804342,0.7664085574171977,True,EVA-02,0.7664085574171977,0.0,0.0,False,True
1545,Patricia,1.0,True,1,1547,Patricia,0.9214925169944763,1.0,True,1,1547,Patricia,0.8975766193020225,1.0,True,1,1547,Patricia,0.9214922359933185,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1557,Pixana,1.0,True,1,1556,Pixana,0.9631683230400085,1.0,True,1,1556,Pixana,0.9512583828310093,1.0,True,1,1556,Pixana,0.9631679737698855,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1630,Pyte,1.0,True,1,1646,Pyte,0.9635936617851257,1.0,True,1,1646,Pyte,0.9518142897735227,1.0,True,1,1646,Pyte,0.9635938062562408,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1631,Pyte,1.0,True,1,1646,Pyte,0.9596492648124695,1.0,True,1,1646,Pyte,0.9466652926005086,1.0,True,1,1646,Pyte,0.9596492542531438,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1675,Saseka,0.9319346590364964,True,1,1676,Saseka,0.8250001072883606,0.9319346590364964,True,1,1676,Saseka,0.7792701268468448,0.9319346590364964,True,1,1676,Saseka,0.8250004038054285,0.9319346590364964,True,EVA-02,0.9319346590364964,0.0,0.0,False,True
1676,Saseka,0.9381707953596514,True,1,90,Saseka,0.8977530002593994,0.9381707953596514,True,1,90,Saseka,0.8676951754446004,0.9381707953596514,True,1,90,Saseka,0.8977530536239592,0.9381707953596514,True,EVA-02,0.9381707953596514,0.0,0.0,False,True
1739,Solar,0.9939855653568564,True,1,1741,Solar,0.9738115072250366,0.9939855653568564,True,1,1741,Solar,0.9652175611261827,0.9939855653568564,True,1,1741,Solar,0.9738110599598436,0.9939855653568564,True,EVA-02,0.9939855653568564,0.0,0.0,False,True
1740,Solar,0.9931376286694624,True,1,1741,Solar,0.9796368479728699,0.9931376286694624,True,1,1741,Solar,0.9729009021702386,0.9931376286694624,True,1,1741,Solar,0.9796369809210901,0.9931376286694624,True,EVA-02,0.9931376286694624,0.0,0.0,False,True
1761,Ti,0.9890708482412639,True,1,1760,Ti,0.9626646637916565,0.9890708482412639,True,1,1760,Ti,0.9506003229698863,0.9890708482412639,True,1,1760,Ti,0.9626646758013528,0.9890708482412639,True,EVA-02,0.9890708482412639,0.0,0.0,False,True
1762,Ti,0.990528399809772,True,1,1760,Ti,0.9570444822311401,0.990528399809772,True,1,1760,Ti,0.9432726778201372,0.990528399809772,True,1,1760,Ti,0.9570440818040806,0.990528399809772,True,EVA-02,0.990528399809772,0.0,0.0,False,True
1779,Ti,1.0,True,1,1789,Ti,0.9531825184822083,1.0,True,1,1789,Ti,0.9382538482300083,1.0,True,1,1789,Ti,0.9531830231913647,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1780,Ti,1.0,True,1,1789,Ti,0.9495922923088074,1.0,True,1,1789,Ti,0.9336001637907909,1.0,True,1,1789,Ti,0.949592826645403,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1781,Ti,0.9997025137587388,True,1,1789,Ti,0.9337348341941833,0.9997025137587388,True,1,1789,Ti,0.9131839841846828,0.9997025137587388,True,1,1789,Ti,0.9337352586145438,0.9997025137587388,True,EVA-02,0.9997025137587388,0.0,0.0,False,True
1782,Ti,1.0,True,1,1789,Ti,0.9466570019721985,1.0,True,1,1789,Ti,0.9298040096190962,1.0,True,1,1789,Ti,0.9466579450543277,1.0,True,EVA-02,1.0,0.0,0.0,False,True
1783,Ti,1.0,True,1,1785,Ti,0.9395244121551514,1.0,True,1,1785,Ti,0.9206117973447213,1.0,True,1,1785,Ti,0.9395240314824526,1.0,True,EVA-02,1.0,0.0,0.0,False,True
