query_idx,query_label,ap__MiewID,rank1__MiewID,first_pos_rank__MiewID,top1_idx__MiewID,top1_label__MiewID,top1_sim__MiewID,ap__score_fusion,rank1__score_fusion,first_pos_rank__score_fusion,top1_idx__score_fusion,top1_label__score_fusion,top1_sim__score_fusion,ap__embedding_concat,rank1__embedding_concat,first_pos_rank__embedding_concat,top1_idx__embedding_concat,top1_label__embedding_concat,top1_sim__embedding_concat,oracle_ap,oracle_rank1,best_model,best_model_ap,score_fusion_delta_vs_best_model,score_fusion_delta_vs_oracle,score_fusion_beats_best_model,score_fusion_matches_best_model
537,Jaju,0.9978427268343235,True,1,540,Jaju,0.950291097164154,0.9978427268343235,True,1,540,Jaju,0.9371849879456055,0.9978427268343235,True,1,540,Jaju,0.9502918798923594,0.9978427268343235,True,MiewID,0.9978427268343235,0.0,0.0,False,True
539,Jaju,0.9978810350050951,True,1,540,Jaju,0.95152747631073,0.9978810350050951,True,1,540,Jaju,0.9387226108818358,0.9978810350050951,True,1,540,Jaju,0.9515268123217192,0.9978810350050951,True,MiewID,0.9978810350050951,0.0,0.0,False,True
541,Jaju,0.9977251296558227,True,1,540,Jaju,0.9533395767211914,0.9977251296558227,True,1,540,Jaju,0.9409785068743433,0.9977251296558227,True,1,540,Jaju,0.9533393604968367,0.9977251296558227,True,MiewID,0.9977251296558227,0.0,0.0,False,True
542,Jaju,0.9953664556528098,True,1,538,Jaju,0.9211083650588989,0.9953664556528098,True,1,538,Jaju,0.9012578377219631,0.9953664556528098,True,1,538,Jaju,0.9211082642424231,0.9953664556528098,True,MiewID,0.9953664556528098,0.0,0.0,False,True
543,Jaju,0.9939968458365256,True,1,538,Jaju,0.9074403643608093,0.9939968458365256,True,1,538,Jaju,0.8846724718440148,0.9939968458365256,True,1,538,Jaju,0.9074407132698533,0.9939968458365256,True,MiewID,0.9939968458365256,0.0,0.0,False,True
555,Jaju,0.5265869273879773,True,1,26,Jaju,0.513699471950531,0.5265869273879773,True,1,26,Jaju,0.4730192082262836,0.5265869273879773,True,1,26,Jaju,0.5136998242400588,0.5265869273879773,True,MiewID,0.5265869273879773,0.0,0.0,False,True
556,Jaju,0.4703727353754659,True,1,26,Jaju,0.5082045793533325,0.4703727353754659,True,1,26,Jaju,0.4681787024596734,0.4703727353754659,True,1,26,Jaju,0.5082046484321093,0.4703727353754659,True,MiewID,0.4703727353754659,0.0,0.0,False,True
570,Kamaikua,1.0,True,1,575,Kamaikua,0.8679892420768738,1.0,True,1,575,Kamaikua,0.8376646118395854,1.0,True,1,575,Kamaikua,0.867989917739089,1.0,True,MiewID,1.0,0.0,0.0,False,True
571,Kamaikua,1.0,True,1,575,Kamaikua,0.8724102973937988,1.0,True,1,575,Kamaikua,0.8428686620550837,1.0,True,1,575,Kamaikua,0.8724106583541832,1.0,True,MiewID,1.0,0.0,0.0,False,True
699,Katniss,1.0,True,1,698,Katniss,0.8820366859436035,1.0,True,1,698,Katniss,0.8542556868865975,1.0,True,1,698,Katniss,0.8820368198322762,1.0,True,MiewID,1.0,0.0,0.0,False,True
700,Katniss,1.0,True,1,698,Katniss,0.8930528163909912,1.0,True,1,698,Katniss,0.8673803777572774,1.0,True,1,698,Katniss,0.8930525585808042,1.0,True,MiewID,1.0,0.0,0.0,False,True
701,Katniss,1.0,True,1,698,Katniss,0.8731220960617065,1.0,True,1,698,Katniss,0.8437080306133053,1.0,True,1,698,Katniss,0.8731218068280091,1.0,True,MiewID,1.0,0.0,0.0,False,True
702,Katniss,1.0,True,1,698,Katniss,0.8775078654289246,1.0,True,1,698,Katniss,0.8488890422330898,1.0,True,1,698,Katniss,0.8775076897291436,1.0,True,MiewID,1.0,0.0,0.0,False,True
703,Katniss,1.0,True,1,698,Katniss,0.8799730539321899,1.0,True,1,698,Katniss,0.8518081892537603,1.0,True,1,698,Katniss,0.8799728878728468,1.0,True,MiewID,1.0,0.0,0.0,False,True
704,Katniss,1.0,True,1,698,Katniss,0.904205322265625,1.0,True,1,698,Katniss,0.8807694688623282,1.0,True,1,698,Katniss,0.904205205126254,1.0,True,MiewID,1.0,0.0,0.0,False,True
705,Katniss,1.0,True,1,698,Katniss,0.9116541743278503,1.0,True,1,698,Katniss,0.8897692750323919,1.0,True,1,698,Katniss,0.9116542739370277,1.0,True,MiewID,1.0,0.0,0.0,False,True
743,Kwang,1.0,True,1,739,Kwang,0.7923623919487,1.0,True,1,739,Kwang,0.7511394362235231,1.0,True,1,739,Kwang,0.792362186243888,1.0,True,MiewID,1.0,0.0,0.0,False,True
744,Kwang,1.0,True,1,761,Kwang,0.8191042542457581,1.0,True,1,761,Kwang,0.7811960590715428,1.0,True,1,761,Kwang,0.8191040080990597,1.0,True,MiewID,1.0,0.0,0.0,False,True
745,Kwang,1.0,True,1,828,Kwang,0.7848989367485046,1.0,True,1,828,Kwang,0.7428560978340478,1.0,True,1,828,Kwang,0.7848990436744383,1.0,True,MiewID,1.0,0.0,0.0,False,True
746,Kwang,1.0,True,1,749,Kwang,0.8911445736885071,1.0,True,1,749,Kwang,0.8650997199104069,1.0,True,1,749,Kwang,0.8911447303664679,1.0,True,MiewID,1.0,0.0,0.0,False,True
747,Kwang,1.0,True,1,762,Kwang,0.9233717918395996,1.0,True,1,762,Kwang,0.904019246812249,1.0,True,1,762,Kwang,0.923371684144456,1.0,True,MiewID,1.0,0.0,0.0,False,True
748,Kwang,1.0,True,1,762,Kwang,0.9204694032669067,1.0,True,1,762,Kwang,0.9004790608274086,1.0,True,1,762,Kwang,0.9204697288492498,1.0,True,MiewID,1.0,0.0,0.0,False,True
775,Kwang,1.0,True,1,36,Kwang,0.8746899366378784,1.0,True,1,36,Kwang,0.8455583359217456,1.0,True,1,36,Kwang,0.8746902653575616,1.0,True,MiewID,1.0,0.0,0.0,False,True
776,Kwang,1.0,True,1,36,Kwang,0.9322681427001953,1.0,True,1,36,Kwang,0.9149138347378739,1.0,True,1,36,Kwang,0.9322683642598846,1.0,True,MiewID,1.0,0.0,0.0,False,True
943,Lua,1.0,True,1,942,Lua,0.8263741135597229,1.0,True,1,942,Lua,0.7894689782401388,1.0,True,1,942,Lua,0.8263734675447343,1.0,True,MiewID,1.0,0.0,0.0,False,True
944,Lua,1.0,True,1,942,Lua,0.8338915109634399,1.0,True,1,942,Lua,0.7980694154069095,1.0,True,1,942,Lua,0.833891095289686,1.0,True,MiewID,1.0,0.0,0.0,False,True
945,Lua,1.0,True,1,887,Lua,0.8128108978271484,1.0,True,1,887,Lua,0.774069564359555,1.0,True,1,887,Lua,0.8128107351503122,1.0,True,MiewID,1.0,0.0,0.0,False,True
946,Lua,1.0,True,1,942,Lua,0.812943160533905,1.0,True,1,942,Lua,0.7742190005719041,1.0,True,1,942,Lua,0.8129431055323652,1.0,True,MiewID,1.0,0.0,0.0,False,True
947,Lua,1.0,True,1,942,Lua,0.8112645149230957,1.0,True,1,942,Lua,0.77232346318572,1.0,True,1,942,Lua,0.8112641941154132,1.0,True,MiewID,1.0,0.0,0.0,False,True
948,Lua,1.0,True,1,942,Lua,0.7975166440010071,1.0,True,1,942,Lua,0.7568867087597283,1.0,True,1,942,Lua,0.7975167615052126,1.0,True,MiewID,1.0,0.0,0.0,False,True
949,Lua,1.0,True,1,942,Lua,0.7875232100486755,1.0,True,1,942,Lua,0.7457634202824766,1.0,True,1,942,Lua,0.7875232363916057,1.0,True,MiewID,1.0,0.0,0.0,False,True
950,Lua,1.0,True,1,887,Lua,0.7938162684440613,1.0,True,1,887,Lua,0.7527583700885895,1.0,True,1,887,Lua,0.793816627260892,1.0,True,MiewID,1.0,0.0,0.0,False,True
951,Lua,1.0,True,1,887,Lua,0.792477011680603,1.0,True,1,887,Lua,0.7512670053549999,1.0,True,1,887,Lua,0.7924771248378871,1.0,True,MiewID,1.0,0.0,0.0,False,True
958,Madalena,1.0,True,1,959,Madalena,0.687863290309906,1.0,True,1,959,Madalena,0.6393410085539896,1.0,True,1,959,Madalena,0.6878632075520643,1.0,True,MiewID,1.0,0.0,0.0,False,True
990,Marcela,0.9942084585018299,True,1,994,Marcela,0.790752112865448,0.9942084585018299,True,1,994,Marcela,0.7493483775919114,0.9942084585018299,True,1,994,Marcela,0.7907515949180968,0.9942084585018299,True,MiewID,0.9942084585018299,0.0,0.0,False,True
1039,Marcela,0.999370359613407,True,1,1040,Marcela,0.9572733044624329,0.999370359613407,True,1,1040,Marcela,0.9458849487734995,0.999370359613407,True,1,1040,Marcela,0.9572737382371473,0.999370359613407,True,MiewID,0.999370359613407,0.0,0.0,False,True
1042,Marcela,0.9948543889898167,True,1,1041,Marcela,0.7665425539016724,0.9948543889898167,True,1,1041,Marcela,0.7226785976346347,0.9948543889898167,True,1,1041,Marcela,0.7665422903655911,0.9948543889898167,True,MiewID,0.9948543889898167,0.0,0.0,False,True
1055,Marcela,0.9499448460852478,True,1,1111,Marcela,0.600757360458374,0.9499448460852478,True,1,1111,Marcela,0.5530310118952914,0.9499448460852478,True,1,1111,Marcela,0.6007578987722084,0.9499448460852478,True,MiewID,0.9499448460852478,0.0,0.0,False,True
1056,Marcela,0.9701371694518901,True,1,1111,Marcela,0.5912197828292847,0.9701371694518901,True,1,1111,Marcela,0.5439605685759465,0.9701371694518901,True,1,1111,Marcela,0.5912201012994681,0.9701371694518901,True,MiewID,0.9701371694518901,0.0,0.0,False,True
1057,Marcela,0.9936355886242123,True,1,1080,Marcela,0.6846274137496948,0.9936355886242123,True,1,1080,Marcela,0.636022819558594,0.9936355886242123,True,1,1080,Marcela,0.6846280135917358,0.9936355886242123,True,MiewID,0.9936355886242123,0.0,0.0,False,True
1058,Marcela,0.9775080028334167,True,1,1054,Marcela,0.6815844774246216,0.9775080028334167,True,1,1054,Marcela,0.6329103550621803,0.9775080028334167,True,1,1054,Marcela,0.681583828782033,0.9775080028334167,True,MiewID,0.9775080028334167,0.0,0.0,False,True
1059,Marcela,0.9996075192551866,True,1,1054,Marcela,0.7493652105331421,0.9996075192551866,True,1,1054,Marcela,0.7040487319870655,0.9996075192551866,True,1,1054,Marcela,0.7493654895302353,0.9996075192551866,True,MiewID,0.9996075192551866,0.0,0.0,False,True
1060,Marcela,0.9998680589516401,True,1,1054,Marcela,0.7972007393836975,0.9998680589516401,True,1,1054,Marcela,0.7565338277605216,0.9998680589516401,True,1,1054,Marcela,0.797200282523284,0.9998680589516401,True,MiewID,0.9998680589516401,0.0,0.0,False,True
1061,Marcela,0.9995060951075527,True,1,1081,Marcela,0.8020973801612854,0.9995060951075527,True,1,1081,Marcela,0.7620128631480101,0.9995060951075527,True,1,1081,Marcela,0.8020972180237883,0.9995060951075527,True,MiewID,0.9995060951075527,0.0,0.0,False,True
1062,Marcela,0.997618685436911,True,1,1081,Marcela,0.7905586957931519,0.997618685436911,True,1,1081,Marcela,0.7491333901817422,0.997618685436911,True,1,1081,Marcela,0.790558959750822,0.997618685436911,True,MiewID,0.997618685436911,0.0,0.0,False,True
1063,Marcela,0.9996610702950945,True,1,1054,Marcela,0.8073283433914185,0.9996610702950945,True,1,1054,Marcela,0.7678878240259213,0.9996610702950945,True,1,1054,Marcela,0.8073279551708186,0.9996610702950945,True,MiewID,0.9996610702950945,0.0,0.0,False,True
1064,Marcela,0.999728732383981,True,1,1054,Marcela,0.8143919706344604,0.999728732383981,True,1,1054,Marcela,0.7758568741435485,0.999728732383981,True,1,1054,Marcela,0.8143914704527255,0.999728732383981,True,MiewID,0.999728732383981,0.0,0.0,False,True
1144,Medrosa,0.9800542463304455,True,1,1220,Medrosa,0.5452679395675659,0.9800542463304455,True,1,1220,Medrosa,0.5013105266275588,0.9800542463304455,True,1,1220,Medrosa,0.5452679304730242,0.9800542463304455,True,MiewID,0.9800542463304455,0.0,0.0,False,True
1187,Medrosa,0.999594949384222,True,1,1264,Medrosa,0.8833089470863342,0.999594949384222,True,1,1264,Medrosa,0.8557663567574225,0.999594949384222,True,1,1264,Medrosa,0.8833084579794369,0.999594949384222,True,MiewID,0.999594949384222,0.0,0.0,False,True
1213,Medrosa,0.9908135810636611,True,1,1267,Medrosa,0.6650869846343994,0.9908135810636611,True,1,1267,Medrosa,0.6161688049204912,0.9908135810636611,True,1,1267,Medrosa,0.6650875903636055,0.9908135810636611,True,MiewID,0.9908135810636611,0.0,0.0,False,True
1214,Medrosa,0.9996554270641576,True,1,1160,Medrosa,0.7004671096801758,0.9996554270641576,True,1,1160,Medrosa,0.6523477376877996,0.9996554270641576,True,1,1160,Medrosa,0.7004673929064986,0.9996554270641576,True,MiewID,0.9996554270641576,0.0,0.0,False,True
1215,Medrosa,0.9994910386447086,True,1,1160,Medrosa,0.6855863332748413,0.9994910386447086,True,1,1160,Medrosa,0.637005231444818,0.9994910386447086,True,1,1160,Medrosa,0.6855868893977257,0.9994910386447086,True,MiewID,0.9994910386447086,0.0,0.0,False,True
1216,Medrosa,0.9998412713908694,True,1,1159,Medrosa,0.6502722501754761,0.9998412713908694,True,1,1159,Medrosa,0.6013261401604104,0.9998412713908694,True,1,1159,Medrosa,0.6502719186359918,0.9998412713908694,True,MiewID,0.9998412713908694,0.0,0.0,False,True
1217,Medrosa,1.0,True,1,1159,Medrosa,0.7109189629554749,1.0,True,1,1159,Medrosa,0.6632330486766738,1.0,True,1,1159,Medrosa,0.7109185328642352,1.0,True,MiewID,1.0,0.0,0.0,False,True
1218,Medrosa,0.9998813306786154,True,1,1159,Medrosa,0.7442057132720947,0.9998813306786154,True,1,1159,Medrosa,0.6985004556987406,0.9998813306786154,True,1,1159,Medrosa,0.744206007218916,0.9998813306786154,True,MiewID,0.9998813306786154,0.0,0.0,False,True
1219,Medrosa,1.0,True,1,1159,Medrosa,0.7732200026512146,1.0,True,1,1159,Medrosa,0.7299863599256899,1.0,True,1,1159,Medrosa,0.7732198017242511,1.0,True,MiewID,1.0,0.0,0.0,False,True
1220,Medrosa,1.0,True,1,1159,Medrosa,0.7624092102050781,1.0,True,1,1159,Medrosa,0.7181735106155843,1.0,True,1,1159,Medrosa,0.7624093073636952,1.0,True,MiewID,1.0,0.0,0.0,False,True
1221,Medrosa,0.9993615879267623,True,1,1159,Medrosa,0.7083355188369751,0.9993615879267623,True,1,1159,Medrosa,0.660534084404013,0.9993615879267623,True,1,1159,Medrosa,0.7083354093958895,0.9993615879267623,True,MiewID,0.9993615879267623,0.0,0.0,False,True
1227,Medrosa,0.9996200994237938,True,1,1239,Medrosa,0.9179566502571106,0.9996200994237938,True,1,1239,Medrosa,0.8974197418646322,0.9996200994237938,True,1,1239,Medrosa,0.9179565170846099,0.9996200994237938,True,MiewID,0.9996200994237938,0.0,0.0,False,True
1228,Medrosa,0.9993738465668931,True,1,1239,Medrosa,0.9177089929580688,0.9993738465668931,True,1,1239,Medrosa,0.8971184967715974,0.9993738465668931,True,1,1239,Medrosa,0.9177092305674044,0.9993738465668931,True,MiewID,0.9993738465668931,0.0,0.0,False,True
1230,Medrosa,0.9999616593819493,True,1,1240,Medrosa,0.9023770093917847,0.9999616593819493,True,1,1240,Medrosa,0.8785674682520566,0.9999616593819493,True,1,1240,Medrosa,0.9023766092389325,0.9999616593819493,True,MiewID,0.9999616593819493,0.0,0.0,False,True
1231,Medrosa,0.9997284536172282,True,1,1240,Medrosa,0.8811639547348022,0.9997284536172282,True,1,1240,Medrosa,0.853220186496399,0.9997284536172282,True,1,1240,Medrosa,0.8811636378151132,0.9997284536172282,True,MiewID,0.9997284536172282,0.0,0.0,False,True
1232,Medrosa,0.9993417491591085,True,1,1240,Medrosa,0.8698411583900452,0.9993417491591085,True,1,1240,Medrosa,0.8398425520336954,0.9993417491591085,True,1,1240,Medrosa,0.8698412372531688,0.9993417491591085,True,MiewID,0.9993417491591085,0.0,0.0,False,True
1233,Medrosa,0.9999616593819493,True,1,1240,Medrosa,0.9005756974220276,0.9999616593819493,True,1,1240,Medrosa,0.8764006825349491,0.9999616593819493,True,1,1240,Medrosa,0.9005757267533491,0.9999616593819493,True,MiewID,0.9999616593819493,0.0,0.0,False,True
1234,Medrosa,0.9999616593819493,True,1,1229,Medrosa,0.9040006399154663,0.9999616593819493,True,1,1229,Medrosa,0.8805228146126949,0.9999616593819493,True,1,1229,Medrosa,0.9039999908851882,0.9999616593819493,True,MiewID,0.9999616593819493,0.0,0.0,False,True
1235,Medrosa,0.9999230806234137,True,1,1229,Medrosa,0.9086669683456421,0.9999230806234137,True,1,1229,Medrosa,0.8861545970784127,0.9999230806234137,True,1,1229,Medrosa,0.9086663948531236,0.9999230806234137,True,MiewID,0.9999230806234137,0.0,0.0,False,True
1236,Medrosa,0.9999230806234137,True,1,1229,Medrosa,0.8903918862342834,0.9999230806234137,True,1,1229,Medrosa,0.8642009626506868,0.9999230806234137,True,1,1229,Medrosa,0.8903913211085727,0.9999230806234137,True,MiewID,0.9999230806234137,0.0,0.0,False,True
1237,Medrosa,1.0,True,1,1240,Medrosa,0.90852952003479,1.0,True,1,1240,Medrosa,0.8859884543695905,1.0,True,1,1240,Medrosa,0.9085294482969812,1.0,True,MiewID,1.0,0.0,0.0,False,True
1238,Medrosa,0.9999616593819493,True,1,1240,Medrosa,0.8987919092178345,0.9999616593819493,True,1,1240,Medrosa,0.8742576123630946,0.9999616593819493,True,1,1240,Medrosa,0.8987915420450759,0.9999616593819493,True,MiewID,0.9999616593819493,0.0,0.0,False,True
1387,Ousado,0.983172838074537,True,1,1386,Ousado,0.7987853288650513,0.983172838074537,True,1,1386,Ousado,0.7583047209225755,0.983172838074537,True,1,1386,Ousado,0.7987847964796547,0.983172838074537,True,MiewID,0.983172838074537,0.0,0.0,False,True
1443,Ousado,0.9997583665579315,True,1,1442,Ousado,0.8837317824363708,0.9997583665579315,True,1,1442,Ousado,0.856268722603145,0.9997583665579315,True,1,1442,Ousado,0.8837326363689794,0.9997583665579315,True,MiewID,0.9997583665579315,0.0,0.0,False,True
1465,Ousado,0.9997820172817433,True,1,1466,Ousado,0.8291110992431641,0.9997820172817433,True,1,1466,Ousado,0.7925948907049771,0.9997820172817433,True,1,1466,Ousado,0.8291110239664536,0.9997820172817433,True,MiewID,0.9997820172817433,0.0,0.0,False,True
1471,Overa,1.0,True,1,1470,Overa,0.9429665803909302,1.0,True,1,1470,Overa,0.9281017021595601,1.0,True,1,1470,Overa,0.9429660884004076,1.0,True,MiewID,1.0,0.0,0.0,False,True
1535,Oxum,1.0,True,1,1537,Oxum,0.7386049032211304,1.0,True,1,1537,Oxum,0.6925024572828468,1.0,True,1,1537,Oxum,0.7386052266140966,1.0,True,MiewID,1.0,0.0,0.0,False,True
1536,Oxum,1.0,True,1,1537,Oxum,0.7776504158973694,1.0,True,1,1537,Oxum,0.7348552667761195,1.0,True,1,1537,Oxum,0.7776504305039255,1.0,True,MiewID,1.0,0.0,0.0,False,True
1545,Patricia,0.8335882502718204,True,1,1546,Patricia,0.6203380823135376,0.8335882502718204,True,1,1546,Patricia,0.5718877476249431,0.8335882502718204,True,1,1546,Patricia,0.6203374469316184,0.8335882502718204,True,MiewID,0.8335882502718204,0.0,0.0,False,True
1557,Pixana,1.0,True,1,1559,Pixana,0.8676926493644714,1.0,True,1,1559,Pixana,0.8373160676343572,1.0,True,1,1559,Pixana,0.8676925454608643,1.0,True,MiewID,1.0,0.0,0.0,False,True
1630,Pyte,1.0,True,1,1644,Pyte,0.8583722710609436,1.0,True,1,1644,Pyte,0.8264000730755795,1.0,True,1,1644,Pyte,0.8583720479039607,1.0,True,MiewID,1.0,0.0,0.0,False,True
1631,Pyte,1.0,True,1,1644,Pyte,0.8742046356201172,1.0,True,1,1644,Pyte,0.8449853857000424,1.0,True,1,1644,Pyte,0.8742046529260876,1.0,True,MiewID,1.0,0.0,0.0,False,True
1675,Saseka,0.03276503475047029,False,55,134,Marcela,0.552172839641571,0.03276503475047029,False,55,134,Marcela,0.507608137951822,0.03276503475047029,False,55,134,Marcela,0.5521732940237587,0.03276503475047029,False,MiewID,0.03276503475047029,0.0,0.0,False,True
1676,Saseka,0.1272691047381527,False,7,974,Madalena,0.4331832528114319,0.1272691047381527,False,7,974,Madalena,0.40458180286515644,0.1272691047381527,False,7,974,Madalena,0.43318321151678507,0.1272691047381527,False,MiewID,0.1272691047381527,0.0,0.0,False,True
1739,Solar,1.0,True,1,1732,Solar,0.8161969184875488,1.0,True,1,1732,Solar,0.7778997809651356,1.0,True,1,1732,Solar,0.8161968695338464,1.0,True,MiewID,1.0,0.0,0.0,False,True
1740,Solar,1.0,True,1,1732,Solar,0.8151171207427979,1.0,True,1,1732,Solar,0.7766773030962761,1.0,True,1,1732,Solar,0.8151173213763079,1.0,True,MiewID,1.0,0.0,0.0,False,True
1761,Ti,0.9955026455026454,True,1,1776,Ti,0.6577009558677673,0.9955026455026454,True,1,1776,Ti,0.6087462319340465,0.9955026455026454,True,1,1776,Ti,0.6577007781046599,0.9955026455026454,True,MiewID,0.9955026455026454,0.0,0.0,False,True
1762,Ti,0.9964285714285714,True,1,1776,Ti,0.7239542007446289,0.9964285714285714,True,1,1776,Ti,0.676935094655196,0.9964285714285714,True,1,1776,Ti,0.7239541739074635,0.9964285714285714,True,MiewID,0.9964285714285714,0.0,0.0,False,True
1779,Ti,1.0,True,1,1792,Ti,0.8220154047012329,1.0,True,1,1792,Ti,0.7845036450048184,1.0,True,1,1792,Ti,0.8220153999271671,1.0,True,MiewID,1.0,0.0,0.0,False,True
1780,Ti,1.0,True,1,1792,Ti,0.840469241142273,1.0,True,1,1792,Ti,0.8056330272766319,1.0,True,1,1792,Ti,0.8404696545190767,1.0,True,MiewID,1.0,0.0,0.0,False,True
1781,Ti,1.0,True,1,1786,Ti,0.8336349129676819,1.0,True,1,1786,Ti,0.7977750809982904,1.0,True,1,1786,Ti,0.8336345039338244,1.0,True,MiewID,1.0,0.0,0.0,False,True
1782,Ti,1.0,True,1,1786,Ti,0.8547208309173584,1.0,True,1,1786,Ti,0.8221430454195185,1.0,True,1,1786,Ti,0.8547212146152386,1.0,True,MiewID,1.0,0.0,0.0,False,True
1783,Ti,1.0,True,1,1786,Ti,0.8104317784309387,1.0,True,1,1786,Ti,0.7713839939349817,1.0,True,1,1786,Ti,0.8104325236790809,1.0,True,MiewID,1.0,0.0,0.0,False,True
