run_name,gallery_protocol,case_type,best_single_name,best_fusion_name,query_idx,query_label,best_model,best_model_ap,oracle_ap,ap__EVA-02,rank1__EVA-02,ap__score_fusion,rank1__score_fusion,delta_ap__fusion_vs_best_single,delta_rank1__fusion_vs_best_single,oracle_gap__fusion,top1_label__EVA-02,top1_label__score_fusion,first_pos_rank__score_fusion,ap__embedding_concat,rank1__embedding_concat,top1_label__embedding_concat,first_pos_rank__embedding_concat
eva_miew_convnext_equal_rowminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1104,Marcela,MiewID,0.8305300158065756,0.8305300158065756,0.1764920286312305,True,0.7859392678634891,True,0.6094472392322586,0.0,0.044590747943086484,Marcela,Marcela,1.0,,,,
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,596,Kamaikua,MiewID,0.9102808782896408,0.9102808782896408,0.2070731431761118,False,0.8112970306317574,True,0.6042238874556456,1.0,0.09898384765788337,Medrosa,Kamaikua,1.0,,,,
eva_miew_convnext_miewheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,0.9576241869239744,True,0.6022294658694638,0.0,-0.02503308990338282,Jaju,Jaju,1.0,,,,
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1103,Marcela,MiewID,0.7704812271929614,0.7704812271929614,0.1888623358281839,True,0.7829160151962832,True,0.5940536793680993,0.0,-0.012434788003321762,Marcela,Marcela,1.0,,,,
eva_miew_convnext_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1100,Marcela,MiewID,0.7408503726096864,0.7408503726096864,0.2945470456532656,True,0.8821991611455818,True,0.5876521154923162,0.0,-0.1413487885358954,Marcela,Marcela,1.0,,,,
eva_miew_convnext_equal_rowminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1100,Marcela,MiewID,0.7408503726096864,0.7408503726096864,0.2945470456532656,True,0.8821991611455818,True,0.5876521154923162,0.0,-0.1413487885358954,Marcela,Marcela,1.0,,,,
eva_miew_convnext_miewheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,0.9662942926214731,True,0.5875288304189897,0.0,-0.036853316337398745,Jaju,Jaju,1.0,,,,
eva_miew_convnext_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1101,Marcela,MiewID,0.7007907006894395,0.7007907006894395,0.2643570572362984,True,0.8473571468548311,True,0.5830000896185328,0.0,-0.1465664461653916,Marcela,Marcela,1.0,,,,
eva_miew_convnext_equal_rowminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1101,Marcela,MiewID,0.7007907006894395,0.7007907006894395,0.2643570572362984,True,0.8473571468548311,True,0.5830000896185328,0.0,-0.1465664461653916,Marcela,Marcela,1.0,,,,
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1100,Marcela,MiewID,0.7408503726096864,0.7408503726096864,0.2945470456532656,True,0.8697109092092301,True,0.5751638635559645,0.0,-0.12886053659954366,Marcela,Marcela,1.0,,,,
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,0.9273090972812804,True,0.5719143762267698,0.0,0.005281999739311205,Jaju,Jaju,1.0,,,,
eva_miew_convnext_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,0.925828469066472,True,0.5704337480119615,0.0,0.006762627954119638,Jaju,Jaju,1.0,,,,
eva_miew_convnext_equal_rowminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,0.925828469066472,True,0.5704337480119615,0.0,0.006762627954119638,Jaju,Jaju,1.0,,,,
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,13,Benita,ConvNeXt-V2,0.5625432458155489,0.5625432458155489,0.2179839834750981,False,0.7816195704176288,True,0.5636355869425307,1.0,-0.21907632460207982,Saseka,Benita,1.0,,,,
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,,,0.562011263088553,0.0,0.015185112877527995,Jaju,,,0.9174059841430636,True,Jaju,1.0
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,0.9405089723530262,True,0.5617435101505428,0.0,-0.011067996068951813,Jaju,Jaju,1.0,,,,
eva_miew_convnext_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1102,Marcela,MiewID,0.7645037039462662,0.7645037039462662,0.2696536401487618,True,0.8310441000644637,True,0.5613904599157019,0.0,-0.06654039611819751,Marcela,Marcela,1.0,,,,
eva_miew_convnext_equal_rowminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1102,Marcela,MiewID,0.7645037039462662,0.7645037039462662,0.2696536401487618,True,0.8310441000644637,True,0.5613904599157019,0.0,-0.06654039611819751,Marcela,Marcela,1.0,,,,
eva_miew_convnext_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,0.9359933880515156,True,0.5572279258490321,0.0,-0.006552411767441146,Jaju,Jaju,1.0,,,,
eva_miew_convnext_equal_rowminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,0.9359933880515156,True,0.5572279258490321,0.0,-0.006552411767441146,Jaju,Jaju,1.0,,,,
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1101,Marcela,MiewID,0.7007907006894395,0.7007907006894395,0.2643570572362984,True,0.8192666163283437,True,0.5549095590920454,0.0,-0.11847591563890425,Marcela,Marcela,1.0,,,,
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1104,Marcela,MiewID,0.8305300158065756,0.8305300158065756,0.1764920286312305,True,0.7264384196842808,True,0.5499463910530503,0.0,0.1040915961222948,Marcela,Marcela,1.0,,,,
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,1103,Marcela,MiewID,0.7704812271929614,0.7704812271929614,0.1888623358281839,True,,,0.5492000348149949,0.0,0.032418856549782604,Marcela,,,0.7380623706431788,True,Marcela,1.0
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,0.9038820779747944,True,0.5484873569202837,0.0,0.028709019045797257,Jaju,Jaju,1.0,,,,
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,,,0.5456918348808446,0.0,0.004983679200746383,Jaju,,,0.924457297083328,True,Jaju,1.0
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,0.9236041166691574,True,0.544838654466674,0.0,0.005836859614916978,Jaju,Jaju,1.0,,,,
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1102,Marcela,MiewID,0.7645037039462662,0.7645037039462662,0.2696536401487618,True,0.8135806631843653,True,0.5439270230356035,0.0,-0.04907695923809907,Marcela,Marcela,1.0,,,,
eva_miew_convnext_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,0.9418918974329408,True,0.5391262911665832,0.0,-0.0075255618130197766,Jaju,Jaju,1.0,,,,
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,0.9395802189421506,True,0.536814612675793,0.0,-0.005213883322229607,Jaju,Jaju,1.0,,,,
eva_miew_convnext_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,0.9387785146913704,True,0.5360129084250128,0.0,-0.004412179071449418,Jaju,Jaju,1.0,,,,
eva_miew_convnext_equal_rowminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,0.9387785146913704,True,0.5360129084250128,0.0,-0.004412179071449418,Jaju,Jaju,1.0,,,,
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,,,0.53393845035775,0.0,0.04325792560833097,Jaju,,,0.8893331714122606,True,Jaju,1.0
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,,,0.5321028942767038,0.0,-0.0005021649231403691,Jaju,,,0.9348685005430614,True,Jaju,1.0
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,,,0.5231440283137424,0.0,0.00845670103982099,Jaju,,,0.9259096345801,True,Jaju,1.0
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,0.8765008665366689,True,0.5211061454821584,0.0,0.0560902304839227,Jaju,Jaju,1.0,,,,
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,1101,Marcela,MiewID,0.7007907006894395,0.7007907006894395,0.2643570572362984,True,,,0.5207077362590611,0.0,-0.08427409280592002,Marcela,,,0.7850647934953595,True,Marcela,1.0
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,1100,Marcela,MiewID,0.7408503726096864,0.7408503726096864,0.2945470456532656,True,,,0.5195844295905852,0.0,-0.07328110263416432,Marcela,,,0.8141314752438508,True,Marcela,1.0
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,928,Lua,MiewID,0.999155292286658,0.999155292286658,0.4819350363193498,True,1.0,True,0.5180649636806502,0.0,-0.0008447077133419967,Lua,Lua,1.0,,,,
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,928,Lua,MiewID,0.999155292286658,0.999155292286658,0.4819350363193498,True,0.9999287850733514,True,0.5179937487540016,0.0,-0.0007734927866933639,Lua,Lua,1.0,,,,
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,928,Lua,MiewID,0.999155292286658,0.999155292286658,0.4819350363193498,True,,,0.5179219303110254,0.0,-0.0007016743437171513,Lua,,,0.9998569666303752,True,Lua,1.0
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,0.9206611206748688,True,0.5178955144085112,0.0,0.013705214945052169,Jaju,Jaju,1.0,,,,
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,928,Lua,MiewID,0.999155292286658,0.999155292286658,0.4819350363193498,True,,,0.5173526002670805,0.0,-0.00013234429977238005,Lua,,,0.9992876365864304,True,Lua,1.0
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,,,0.5170596200086506,0.0,0.03361589407294041,Jaju,,,0.895825082211134,True,Jaju,1.0
eva_miew_megadescriptor_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,928,Lua,MiewID,0.999155292286658,0.999155292286658,0.4819350363193498,True,0.9921702054994928,True,0.510235169180143,0.0,0.006985086787165251,Lua,Lua,1.0,,,,
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,572,Kamaikua,DINOv2-Base,0.9195023210384538,0.9195023210384538,0.4638879240467662,True,,,0.5063865128618301,0.0,-0.05077211587014263,Kamaikua,,,0.9702744369085964,True,Kamaikua,1.0
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,0.8825086556692349,True,0.5037431934667514,0.0,0.04693232061483954,Jaju,Jaju,1.0,,,,
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1100,Marcela,MiewID,0.7408503726096864,0.7408503726096864,0.2945470456532656,True,0.7961246211384124,True,0.5015775754851468,0.0,-0.05527424852872598,Marcela,Marcela,1.0,,,,
eva_miew_efficientnet_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,1102,Marcela,MiewID,0.7645037039462662,0.7645037039462662,0.2696536401487618,True,,,0.49437812251536517,0.0,0.00047194128213923214,Marcela,,,0.764031762664127,True,Marcela,1.0
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,1609,Pollyanna,MiewID,1.0,1.0,0.3956172048350679,True,,,0.4871947881560412,0.0,0.11718800700889087,Pollyanna,,,0.8828119929911091,True,Pollyanna,1.0
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,536,Jaju,MiewID,0.9421772541601694,0.9421772541601694,0.4551775756581998,True,0.9397802440283788,True,0.484602668370179,0.0,0.002397010131790611,Jaju,Jaju,1.0,,,,
eva_miew_megadescriptor_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,121,Guaraci,MegaDescriptor-L,0.6120110877883641,0.6120110877883641,0.2391551637621763,False,0.7222070167444222,True,0.48305185298224596,1.0,-0.11019592895605812,Katniss,Guaraci,1.0,,,,
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1616,Pyte,ConvNeXt-V2,0.9977753058954394,0.9977753058954394,0.5098896309038861,True,0.9890349546634308,True,0.4791453237595448,0.0,0.008740351232008559,Pyte,Pyte,1.0,,,,
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1103,Marcela,MiewID,0.7704812271929614,0.7704812271929614,0.1888623358281839,True,0.6670923261017793,True,0.47822999027359536,0.0,0.10338890109118215,Marcela,Marcela,1.0,,,,
eva_miew_dinosmall_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1609,Pollyanna,MiewID,1.0,1.0,0.3956172048350679,True,0.8734372890508978,True,0.4778200842158299,0.0,0.1265627109491022,Pollyanna,Pollyanna,1.0,,,,
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,536,Jaju,MiewID,0.9421772541601694,0.9421772541601694,0.4551775756581998,True,,,0.47593021958203124,0.0,0.01106945891993838,Jaju,,,0.931107795240231,True,Jaju,1.0
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1561,Pixana,MiewID,1.0,1.0,0.5290372466538029,True,1.0,True,0.4709627533461971,0.0,0.0,Pixana,Pixana,1.0,,,,
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1793,Ti,ConvNeXt-V2,0.9620453680793842,0.9620453680793842,0.4222499686827607,True,0.8921961706475486,True,0.4699462019647879,0.0,0.0698491974318356,Ti,Ti,1.0,,,,
eva_mega_convnext_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,536,Jaju,MiewID,0.9421772541601694,0.9421772541601694,0.4551775756581998,True,0.923796142225412,True,0.4686185665672122,0.0,0.018381111934757444,Jaju,Jaju,1.0,,,,
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,1561,Pixana,MiewID,1.0,1.0,0.5290372466538029,True,,,0.4631933297872999,0.0,0.007769423558897204,Pixana,,,0.9922305764411028,True,Pixana,1.0
eva_miew_dinov2base_equal_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,embedding_concat,1616,Pyte,DINOv2-Base,0.964507354803094,0.964507354803094,0.5098896309038861,True,,,0.46177211031856713,0.0,-0.007154386419359171,Pyte,,,0.9716617412224532,True,Pyte,1.0
eva_miew_megadescriptor_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1561,Pixana,MiewID,1.0,1.0,0.5290372466538029,True,0.9892543859649124,True,0.4602171393111095,0.0,0.010745614035087558,Pixana,Pixana,1.0,,,,
eva_miew_megadescriptor_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,542,Jaju,MiewID,0.9325910970205916,0.9325910970205916,0.3553947210545106,True,0.8145867032001191,True,0.45919198214560847,0.0,0.11800439382047256,Jaju,Jaju,1.0,,,,
eva_miew_megadescriptor_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,543,Jaju,MiewID,0.9294409762840744,0.9294409762840744,0.3787654622024834,True,0.8348256365946117,True,0.4560601743921283,0.0,0.09461533968946267,Jaju,Jaju,1.0,,,,
eva_convnext_megadescriptor_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1616,Pyte,ConvNeXt-V2,0.9977753058954394,0.9977753058954394,0.5098896309038861,True,0.9644745232223104,True,0.45458489231842436,0.0,0.03330078267312897,Pyte,Pyte,1.0,,,,
eva_miew_megadescriptor_evaheavy_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,537,Jaju,MiewID,0.934366335619921,0.934366335619921,0.4027656062663576,True,0.8536629690408628,True,0.4508973627745052,0.0,0.08070336657905819,Jaju,Jaju,1.0,,,,
eva_convnext_megadescriptor_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1607,Pollyanna,MegaDescriptor-L,0.7952251099622689,0.7952251099622689,0.3563096326559045,True,0.7981884872239483,True,0.4418788545680438,0.0,-0.0029633772616793896,Pollyanna,Pollyanna,1.0,,,,
eva_convnext_megadescriptor_weighted_globalminmax_sq,trainval_gallery,model_disagreement_gain,EVA-02,score_fusion,1561,Pixana,ConvNeXt-V2,0.9828050709212004,0.9828050709212004,0.5290372466538029,True,0.9708638152587468,True,0.44182656860494385,0.0,0.011941255662453631,Pixana,Pixana,1.0,,,,
